name,year,selling_price,km_driven,fuel,transmission,owner,mileage,engine
Chevrolet Beat LT,2017,35000.0,9000.0,Petrol,Manual,First Owner,17.8 kmpl,1199 CC
Honda WR-V i-VTEC VX,2019,58000.0,3500.0,Petrol,Manual,First Owner,17.5 kmpl,1199 CC
Tata Indigo CS eLX BS IV,2017,38500.0,15500.0,Diesel,Manual,First Owner,25.0 kmpl,1396 CC
Hyundai Santro Magna,2019,43499.9,1950.0,Petrol,Manual,First Owner,20.3 kmpl,1086 CC
Toyota Fortuner 2.8 4WD MT BSIV,2018,320000.0,5000.0,Diesel,Manual,First Owner,14.24 kmpl,2755 CC
Hyundai i20 Asta Option 1.2,2015,49500.0,3000.0,Petrol,Manual,First Owner,18.6 kmpl,1197 CC
Hyundai i20 Asta Option 1.4 CRDi,2016,57500.0,5300.0,Diesel,Manual,First Owner,22.54 kmpl,1396 CC
Tata Indigo CS LX (TDI) BS-III,2013,20000.0,12000.0,Diesel,Manual,Second Owner,19.09 kmpl,1405 CC
Mahindra Verito 1.5 D2 BSIV,2012,14000.0,12000.0,Diesel,Manual,Second Owner,21.03 kmpl,1461 CC
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,30000.0,6400.0,Diesel,Manual,Second Owner,17.8 kmpl,1399 CC
Chevrolet Sail 1.2 LS ABS,2015,35000.0,5000.0,Petrol,Manual,First Owner,18.2 kmpl,1199 CC
Tata Indigo CS LX (TDI) BS-III,2015,25000.0,8000.0,Diesel,Manual,Second Owner,19.09 kmpl,1405 CC
Tata Manza Club Class Quadrajet90 VX,2013,28000.0,8000.0,Diesel,Manual,First Owner,21.02 kmpl,1248 CC
Hyundai Xcent 1.2 VTVT S,2017,60000.0,500.0,Petrol,Manual,First Owner,20.14 kmpl,1197 CC
Hyundai Verna 1.6 VTVT S Option,2015,70000.0,2500.0,Petrol,Manual,First Owner,17.01 kmpl,1591 CC
Honda City i DTec V,2014,56000.0,7200.0,Diesel,Manual,First Owner,26.0 kmpl,1498 CC
Maruti Swift VDI BSIV W ABS,2016,56500.0,7200.0,Diesel,Manual,First Owner,,
Renault Lodgy World Edition 110PS,2017,88000.0,6500.0,Diesel,Manual,First Owner,19.98 kmpl,1461 CC
Mahindra Bolero DI AC BSIII,2005,25000.0,8000.0,Diesel,Manual,First Owner,13.6 kmpl,2523 CC
Mahindra Bolero 2011-2019 Plus AC,2016,55000.0,12000.0,Diesel,Manual,First Owner,15.96 kmpl,2523 CC
Hyundai Xcent 1.2 CRDi E,2018,53000.0,6000.0,Diesel,Manual,First Owner,25.4 kmpl,1186 CC
Mahindra XUV500 W6 2WD,2013,75000.0,11000.0,Diesel,Manual,Second Owner,15.1 kmpl,2179 CC
Maruti Alto 800 LXI,2017,31000.0,3500.0,Petrol,Manual,First Owner,24.7 kmpl,796 CC
Maruti Ertiga ZDI,2014,62000.0,13000.0,Diesel,Manual,First Owner,20.77 kmpl,1248 CC
Maruti Swift VDI,2013,40000.0,18800.0,Diesel,Manual,Second Owner,22.9 kmpl,1248 CC
Tata Indica V2 DLX,2008,6700.0,8000.0,Diesel,Manual,Second Owner,17.2 kmpl,1396 CC
Ford Figo 1.5D Titanium MT,2015,48000.0,8000.0,Diesel,Manual,First Owner,25.83 kmpl,1498 CC
Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,2008,11000.0,4867.6,Petrol,Manual,First Owner,19.7 kmpl,796 CC
Hyundai Santro Xing XL eRLX Euro II,2006,10500.0,6000.0,Petrol,Manual,Third Owner,,
Datsun GO Plus Anniversary Edition,2018,47500.0,4000.0,Petrol,Manual,First Owner,20.62 kmpl,1198 CC
Toyota Etios Liva GD,2012,27500.0,12000.0,Diesel,Manual,Second Owner,,
Tata Indica DLX,2003,4000.0,7000.0,Diesel,Manual,First Owner,,
Maruti Alto 800 VXI,2018,30000.0,1500.0,Petrol,Manual,Second Owner,24.7 kmpl,796 CC
Maruti Alto LXi,2007,10000.0,7000.0,Petrol,Manual,First Owner,19.7 kmpl,796 CC
Tata Indica Vista Terra TDI BSIII,2011,7000.0,8000.0,Diesel,Manual,Second Owner,17.0 kmpl,1405 CC
Ford EcoSport 1.5 TDCi Titanium BSIV,2017,90000.0,6000.0,Diesel,Manual,First Owner,22.77 kmpl,1498 CC
Toyota Etios 1.4 VXD,2017,65000.0,12000.0,Diesel,Manual,Second Owner,23.59 kmpl,1364 CC
Hyundai Santro DX,2003,5500.0,12000.0,Petrol,Manual,Third Owner,,
Maruti Zen LXI,2000,5000.0,18000.0,Petrol,Manual,Fourth & Above Owner,17.3 kmpl,993 CC
Hyundai Grand i10 Asta,2016,55000.0,7000.0,Petrol,Manual,First Owner,18.9 kmpl,1197 CC
Renault Duster 85PS Diesel RxL Optional,2013,47500.0,25000.0,Diesel,Manual,First Owner,20.46 kmpl,1461 CC
Hyundai Santro Era,2019,42500.0,1500.0,Petrol,Manual,First Owner,20.3 kmpl,1086 CC
Maruti Ciaz ZDi Plus SHVS,2017,90000.0,6500.0,Diesel,Manual,First Owner,28.09 kmpl,1248 CC
Hyundai i20 Sportz 1.2,2015,51600.0,9000.0,Petrol,Manual,First Owner,18.6 kmpl,1197 CC
Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2011,15000.0,7000.0,Petrol,Manual,Second Owner,16.5 kmpl,1172 CC
Maruti Wagon R LXI BS IV,2016,40000.0,3000.0,Petrol,Manual,First Owner,20.51 kmpl,998 CC
Mahindra Scorpio S4 Plus,2016,80000.0,7950.0,Diesel,Manual,First Owner,15.4 kmpl,2179 CC
Hyundai Santro Xing XS,2007,16500.0,9000.0,Petrol,Manual,Third Owner,17.8 kmpl,1086 CC
Nissan Terrano XL 85 PS,2015,100000.0,11000.0,Diesel,Manual,First Owner,20.45 kmpl,1461 CC
Maruti Swift Dzire VDI,2015,44000.0,11000.0,Diesel,Manual,First Owner,26.59 kmpl,1248 CC
Hyundai Verna 1.6 SX CRDi (O),2011,39000.0,15300.0,Diesel,Manual,First Owner,22.32 kmpl,1582 CC
Ford Fiesta 1.4 Duratec ZXI,2008,13600.0,20018.5,Petrol,Manual,First Owner,16.6 kmpl,1388 CC
Maruti Swift Dzire ZDI,2013,47500.0,14900.0,Diesel,Manual,First Owner,23.4 kmpl,1248 CC
Ford Figo 1.5D Titanium MT,2016,51500.0,10000.0,Diesel,Manual,First Owner,25.83 kmpl,1498 CC
Tata Venture EX 7 Str,2012,17500.0,9000.0,Diesel,Manual,Second Owner,15.42 kmpl,1405 CC
Maruti SX4 ZDI Leather,2012,38000.0,8000.0,Diesel,Manual,Fourth & Above Owner,21.5 kmpl,1248 CC
Toyota Etios Liva GD SP,2012,40500.0,15000.0,Diesel,Manual,First Owner,,
Maruti Ignis 1.2 Delta BSIV,2018,53500.0,1200.0,Petrol,Manual,First Owner,20.89 kmpl,1197 CC
Hyundai i10 Magna,2011,21500.0,4000.0,Petrol,Manual,Second Owner,20.36 kmpl,1197 CC
Maruti Zen LXI,1997,7000.0,10000.0,Petrol,Manual,Second Owner,17.3 kmpl,993 CC
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,44500.0,2700.0,Petrol,Manual,First Owner,18.9 kmpl,1197 CC
Maruti Wagon R VXI BS IV,2015,33500.0,12000.0,Petrol,Manual,First Owner,20.51 kmpl,998 CC
Mahindra Bolero 2011-2019 ZLX,2015,60000.0,8000.0,Diesel,Manual,First Owner,15.96 kmpl,2523 CC
Maruti Eeco 5 Seater AC BSIV,2014,30000.0,4902.5,Petrol,Manual,First Owner,15.37 kmpl,1196 CC
Tata Nano Twist XE,2015,11000.0,1500.0,Petrol,Manual,First Owner,25.4 kmpl,624 CC
Maruti Alto K10 LXI,2014,24000.0,9000.0,Petrol,Manual,Second Owner,23.95 kmpl,998 CC
Tata Tiago 1.2 Revotron XE,2016,30000.0,9000.0,Petrol,Manual,First Owner,23.84 kmpl,1199 CC
BMW 7 Series 730Ld,2010,200000.0,9000.0,Diesel,Automatic,Second Owner,14.49 kmpl,2993 CC
Tata Indica V2 DLE BSII,2007,5000.0,8000.0,Diesel,Manual,Third Owner,17.2 kmpl,1396 CC
Chevrolet Tavera B1-10 seats BSII,2009,29500.0,19500.0,Diesel,Manual,Second Owner,14.8 kmpl,2499 CC
Mahindra Scorpio 2.6 CRDe,2006,31000.0,9000.0,Diesel,Manual,Third Owner,10.5 kmpl,2179 CC
Maruti 800 AC,1997,2999.9,8000.0,Petrol,Manual,Third Owner,16.1 kmpl,796 CC
Honda City i VTEC VX Option BL,2016,92500.0,2200.0,Petrol,Manual,First Owner,17.8 kmpl,1497 CC
Maruti Vitara Brezza LDi Option,2016,64000.0,7000.0,Diesel,Manual,First Owner,24.3 kmpl,1248 CC
Maruti Swift Dzire 1.2 Vxi BSIV,2012,35000.0,3500.0,Petrol,Manual,First Owner,17.5 kmpl,1197 CC
Maruti Swift Dzire VXI,2013,38500.0,12000.0,Petrol,Manual,First Owner,19.1 kmpl,1197 CC
Maruti Swift Dzire VDI,2013,40999.9,10000.0,Diesel,Manual,Second Owner,23.4 kmpl,1248 CC
Mahindra XUV500 AT W10 AWD,2016,130000.0,4000.0,Diesel,Automatic,First Owner,16.0 kmpl,2179 CC
Ford Fiesta 1.6 Duratec EXI,2009,21000.0,6000.0,Petrol,Manual,Third Owner,15.3 kmpl,1596 CC
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,30000.0,11000.0,Diesel,Manual,First Owner,10.5 kmpl,2179 CC
Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2008,45000.0,11200.0,Diesel,Manual,First Owner,10.5 kmpl,2609 CC
Ford Figo Diesel ZXI,2011,17000.0,7000.0,Diesel,Manual,Second Owner,20.0 kmpl,1399 CC
Honda City i DTEC VX,2014,65000.0,14000.0,Diesel,Manual,First Owner,25.1 kmpl,1498 CC
Maruti Esteem AX,1997,12500.0,9400.0,Petrol,Automatic,Fourth & Above Owner,15.9 kmpl,1298 CC
Maruti Alto LXi,2012,14500.0,7000.0,Petrol,Manual,First Owner,19.7 kmpl,796 CC
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,68100.0,2700.0,Diesel,Manual,First Owner,20.14 kmpl,1498 CC
Honda City i DTEC VX,2015,63500.0,17300.0,Diesel,Manual,First Owner,25.1 kmpl,1498 CC
Maruti Alto LXi BSIII,2010,14000.0,8000.0,Petrol,Manual,Second Owner,19.7 kmpl,796 CC
Honda City i DTec VX,2016,75000.0,8600.0,Diesel,Manual,Third Owner,26.0 kmpl,1498 CC
Honda City i DTEC V,2015,61100.0,8000.0,Diesel,Manual,Second Owner,26.0 kmpl,1498 CC
Maruti Alto LXi,2007,11000.0,12000.0,Petrol,Manual,Third Owner,19.7 kmpl,796 CC
Maruti Wagon R AX BSIII,2006,10000.0,10000.0,Petrol,Automatic,Second Owner,16.0 kmpl,1061 CC
Tata Indica Vista Quadrajet VX Tech,2014,22500.0,12000.0,Diesel,Manual,First Owner,22.3 kmpl,1248 CC
Hyundai Verna Transform CRDi VGT SX ABS,2010,25000.0,19000.0,Diesel,Manual,Third Owner,16.2 kmpl,1493 CC
Mahindra Scorpio EX,2011,38500.0,12000.0,Diesel,Manual,Second Owner,14.0 kmpl,2523 CC
Maruti Alto LXi,2012,13500.0,7000.0,Petrol,Manual,First Owner,19.7 kmpl,796 CC
Maruti Alto LX,2006,6500.0,10000.0,Petrol,Manual,Second Owner,19.7 kmpl,796 CC
Maruti Alto K10 VXI,2016,26000.0,12000.0,Petrol,Manual,First Owner,23.95 kmpl,998 CC
Maruti Swift Dzire VDI,2014,46500.0,12000.0,Diesel,Manual,Second Owner,23.4 kmpl,1248 CC
Maruti Swift 1.3 VXi,2007,15000.0,8000.0,Petrol,Manual,Fourth & Above Owner,,
Mahindra KUV 100 mFALCON G80 K8 Dual Tone,2017,43000.0,2000.0,Petrol,Manual,Second Owner,18.15 kmpl,1198 CC
Hyundai i20 Asta,2009,20000.0,8100.0,Petrol,Manual,Fourth & Above Owner,17.0 kmpl,1197 CC
Chevrolet Beat LS,2011,12500.0,9000.0,Petrol,Manual,Second Owner,18.6 kmpl,1199 CC
Maruti 800 Std,2001,4500.0,6000.0,Petrol,Manual,Second Owner,16.1 kmpl,796 CC
Chevrolet Beat LS,2012,12400.0,4000.0,Petrol,Manual,Second Owner,18.6 kmpl,1199 CC
Tata Indica GLS BS IV,2007,8000.0,8000.0,Petrol,Manual,Third Owner,15.3 kmpl,1193 CC
Maruti Ertiga VXI CNG Limited Edition,2014,54500.0,3500.0,CNG,Manual,First Owner,22.8 km/kg,1373 CC
Maruti Ertiga ZDI Plus,2019,105000.0,2000.0,Diesel,Manual,First Owner,25.47 kmpl,1248 CC
Chevrolet Sail 1.2 LS,2015,20000.0,5000.0,Petrol,Manual,First Owner,18.2 kmpl,1199 CC
Mahindra XUV500 AT W10 FWD,2015,110000.0,7700.0,Diesel,Automatic,Second Owner,16.0 kmpl,2179 CC
Mahindra XUV500 W6 2WD,2014,75000.0,5000.0,Diesel,Manual,First Owner,15.1 kmpl,2179 CC
Tata Tiago 1.2 Revotron XZ,2016,42500.0,1350.0,Petrol,Manual,First Owner,23.84 kmpl,1199 CC
Maruti Alto 800 LXI Optional,2016,30000.0,3800.0,Petrol,Manual,First Owner,24.7 kmpl,796 CC
Maruti Ertiga ZDI Plus,2019,120000.0,1400.0,Diesel,Manual,First Owner,25.47 kmpl,1248 CC
Honda Civic 1.8 V MT,2009,24000.0,7000.0,Petrol,Manual,First Owner,13.5 kmpl,1799 CC
Mahindra KUV 100 mFALCON D75 K8,2016,45000.0,5500.0,Diesel,Manual,Second Owner,25.32 kmpl,1198 CC
Maruti Wagon R LXI,2006,8000.0,15000.0,Petrol,Manual,Fourth & Above Owner,18.9 kmpl,998 CC
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,50000.0,16000.0,Diesel,Manual,First Owner,15.96 kmpl,2523 CC
Chevrolet Sail Hatchback Diesel Base,2013,29500.0,5000.0,Diesel,Manual,First Owner,22.1 kmpl,1248 CC
Tata Indigo CS LE (TDI) BS-III,2008,10000.0,12000.0,Diesel,Manual,Third Owner,19.09 kmpl,1396 CC
Hyundai Verna 1.6 SX,2013,70000.0,7646.0,Diesel,Manual,First Owner,22.32 kmpl,1582 CC
Ford Figo Diesel Titanium,2011,18000.0,12500.0,Diesel,Manual,Second Owner,20.0 kmpl,1399 CC
Mahindra Verito 1.5 D2 BSIII,2012,22500.0,11000.0,Diesel,Manual,Second Owner,20.8 kmpl,1461 CC
Hyundai EON Era Plus,2017,31000.0,2500.0,Petrol,Manual,First Owner,21.1 kmpl,814 CC
Honda City i DTEC SV,2015,62500.0,3000.0,Diesel,Manual,First Owner,26.0 kmpl,1498 CC
Hyundai i10 Magna LPG,2013,27500.0,7000.0,LPG,Manual,Second Owner,19.2 km/kg,1086 CC
Hyundai i10 Era,2013,24500.0,11000.0,Petrol,Manual,Second Owner,19.81 kmpl,1086 CC
Maruti Zen Estilo VXI BSIV,2010,16000.0,20000.0,Petrol,Manual,First Owner,19.0 kmpl,998 CC
Hyundai EON Era Plus,2014,25000.0,8000.0,Petrol,Manual,First Owner,21.1 kmpl,814 CC
Honda Amaze E i-Dtech,2014,45000.0,7600.0,Diesel,Manual,First Owner,25.8 kmpl,1498 CC
Tata Indica V2 DLS,2007,8500.0,15000.0,Diesel,Manual,Second Owner,17.2 kmpl,1396 CC
Toyota Innova Crysta 2.4 VX MT BSIV,2018,193800.0,3500.0,Diesel,Manual,First Owner,13.68 kmpl,2393 CC
Hyundai i20 2015-2017 Magna 1.2,2016,55000.0,4000.0,Petrol,Manual,First Owner,18.6 kmpl,1197 CC
Ford EcoSport 1.5 TDCi Trend Plus BSIV,2015,55100.0,11000.0,Diesel,Manual,First Owner,22.77 kmpl,1498 CC
Hyundai Xcent 1.2 VTVT E,2019,50000.0,6000.0,Petrol,Manual,First Owner,20.14 kmpl,1197 CC
Honda Amaze S i-VTEC,2018,58500.0,1500.0,Petrol,Manual,First Owner,17.8 kmpl,1198 CC
Hyundai Accent Executive,2013,17200.0,12000.0,Petrol,Manual,First Owner,16.36 kmpl,1495 CC
Hyundai Verna 1.6 SX,2012,36000.0,10000.0,Diesel,Manual,Second Owner,22.32 kmpl,1582 CC
Tata Tiago 1.05 Revotorq XT Option,2017,35000.0,2400.0,Diesel,Manual,Second Owner,27.28 kmpl,1047 CC
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2018,70000.0,5300.0,Diesel,Manual,First Owner,23.0 kmpl,1498 CC
Maruti Alto LXi,2011,14800.0,4000.0,Petrol,Manual,Third Owner,19.7 kmpl,796 CC
Maruti Eeco CNG HTR 5-STR,2016,33000.0,4737.0,CNG,Manual,First Owner,21.94 km/kg,1196 CC
Skoda Octavia Ambiente 1.9 TDI MT,2007,11000.0,12000.0,Diesel,Manual,Second Owner,18.7 kmpl,1896 CC
Maruti Swift VDI Windsong Limited edition,2015,45000.0,10000.0,Diesel,Manual,First Owner,25.2 kmpl,1248 CC
Chevrolet Captiva LT,2009,26000.0,8000.0,Diesel,Manual,Second Owner,11.5 kmpl,1991 CC
Hyundai i10 Sportz,2011,20000.0,9100.0,Petrol,Manual,Second Owner,20.36 kmpl,1197 CC
Maruti Alto K10 LXI CNG,2019,43000.0,2000.0,CNG,Manual,First Owner,32.26 km/kg,998 CC
Mahindra Scorpio SLE BSIII,2013,55000.0,8000.0,Diesel,Manual,Second Owner,12.05 kmpl,2179 CC
Maruti Ritz LDi,2013,24500.0,8000.0,Diesel,Manual,First Owner,23.2 kmpl,1248 CC
Maruti Eeco CNG 5 Seater AC BSIV,2016,32000.0,8000.0,CNG,Manual,First Owner,21.94 km/kg,1196 CC
Hyundai Accent GLE CNG,2008,12000.0,11000.0,CNG,Manual,Third Owner,13.2 km/kg,1495 CC
Hyundai Elantra CRDi SX,2013,61500.0,12000.0,Diesel,Manual,First Owner,22.7 kmpl,1582 CC
Skoda Superb Elegance 2.0 TDI CR AT,2013,60000.0,9000.0,Diesel,Automatic,First Owner,17.2 kmpl,1968 CC
Volkswagen Passat 1.8 TSI MT,2010,30000.0,12000.0,Petrol,Manual,Second Owner,14.3 kmpl,1798 CC
Ford Figo 1.5D Trend MT,2016,40000.0,4521.7,Diesel,Manual,First Owner,25.83 kmpl,1498 CC
Hyundai Creta 1.6 CRDi AT SX Plus,2017,100000.0,6000.0,Diesel,Automatic,Second Owner,17.01 kmpl,1582 CC
Hyundai Sonata 2.4 GDi MT,2012,52500.0,7000.0,Petrol,Manual,Second Owner,13.44 kmpl,2359 CC
Fiat Grande Punto 1.3 Emotion (Diesel),2013,30000.0,13300.0,Diesel,Manual,First Owner,20.3 kmpl,1248 CC
Fiat Grande Punto 1.3 Emotion (Diesel),2011,22000.0,11700.0,Diesel,Manual,Second Owner,20.3 kmpl,1248 CC
Mahindra XUV500 W8 4WD,2015,85000.0,17300.0,Diesel,Manual,First Owner,16.0 kmpl,2179 CC
Honda City 1.5 V MT,2011,50000.0,3500.0,Petrol,Manual,First Owner,17.0 kmpl,1497 CC
Hyundai Accent GLE,2003,5900.0,7000.0,Petrol,Manual,Second Owner,13.2 kmpl,1495 CC
Maruti Alto LX,2011,13000.0,6000.0,Petrol,Manual,Third Owner,19.7 kmpl,796 CC
Volkswagen Polo 1.2 MPI Comfortline,2016,37500.0,12000.0,Petrol,Manual,Second Owner,16.2 kmpl,1199 CC
Ford Fiesta 1.4 SXi TDCi,2009,18000.0,16300.0,Diesel,Manual,First Owner,,
Volkswagen Polo Diesel Trendline 1.2L,2011,22000.0,22230.0,Diesel,Manual,First Owner,22.07 kmpl,1199 CC
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,62500.0,10000.0,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC
Maruti Ritz LDi,2013,29500.0,12000.0,Diesel,Manual,First Owner,23.2 kmpl,1248 CC
Maruti Swift VDI BSIV,2011,35000.0,16000.0,Diesel,Manual,First Owner,,
Tata Sumo MKII Turbo 2.0 LX,2010,23500.0,9000.0,Diesel,Manual,First Owner,14.0 kmpl,1948 CC
Hyundai Sonata 2.4 GDi MT,2012,50000.0,33000.0,Petrol,Manual,Second Owner,13.44 kmpl,2359 CC
Maruti Swift VVT VXI,2017,50999.9,2000.0,Petrol,Manual,First Owner,22.0 kmpl,1197 CC
Maruti Alto 800 LXI CNG,2020,37000.0,1600.0,CNG,Manual,First Owner,33.0 km/kg,796 CC
Hyundai Grand i10 Sportz,2016,37000.0,3000.0,Petrol,Manual,Second Owner,18.9 kmpl,1197 CC
Maruti Swift 1.3 VXi,2009,18000.0,5000.0,Petrol,Manual,First Owner,,
Mahindra Quanto C8,2012,30000.0,21000.0,Diesel,Manual,First Owner,17.21 kmpl,1493 CC
Hyundai i10 Sportz 1.1L,2015,35000.0,2000.0,Petrol,Manual,First Owner,19.81 kmpl,1086 CC
Renault KWID 1.0 RXT Optional,2018,39500.0,2000.0,Petrol,Manual,First Owner,23.01 kmpl,999 CC
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,85000.0,10000.0,Diesel,Manual,First Owner,12.99 kmpl,2494 CC
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,115000.0,4000.0,Diesel,Manual,First Owner,12.99 kmpl,2494 CC
Jaguar XF 3.0 Litre S Premium Luxury,2016,350000.0,3500.0,Diesel,Automatic,First Owner,14.74 kmpl,2993 CC
Volkswagen Vento Diesel Highline,2012,28000.0,12000.0,Diesel,Manual,Second Owner,20.54 kmpl,1598 CC
Mahindra TUV 300 T10,2018,77500.0,5000.0,Diesel,Manual,Second Owner,18.49 kmpl,1493 CC
Hyundai Verna 1.6 SX,2012,42000.0,10000.0,Diesel,Manual,Second Owner,22.32 kmpl,1582 CC
Honda City 1.5 V MT Exclusive,2010,31000.0,9100.0,Petrol,Manual,Second Owner,17.0 kmpl,1497 CC
Jeep Compass 2.0 Longitude Option BSIV,2017,155000.0,5000.0,Diesel,Manual,First Owner,17.1 kmpl,1956 CC
Fiat Linea 1.3 Multijet Active,2015,37500.0,6700.0,Diesel,Manual,First Owner,20.4 kmpl,1248 CC
Hyundai Grand i10 Sportz,2015,50000.0,4000.0,Petrol,Manual,First Owner,18.9 kmpl,1197 CC
Maruti Ritz ZDi,2013,30000.0,10000.0,Diesel,Manual,Second Owner,23.2 kmpl,1248 CC
Honda City 2017-2020 GXi,2008,15500.0,12000.0,Petrol,Manual,Second Owner,17.7 kmpl,1497 CC
Maruti Swift Dzire LDI,2013,35000.0,18500.0,Diesel,Manual,First Owner,23.4 kmpl,1248 CC
Mahindra XUV500 AT W6 2WD,2016,95000.0,7500.0,Diesel,Automatic,Third Owner,16.0 kmpl,2179 CC
Hyundai Grand i10 CRDi Magna,2015,35000.0,8000.0,Diesel,Manual,Third Owner,24.0 kmpl,1120 CC
Isuzu D-Max V-Cross Z Prestige,2019,190000.0,3000.0,Diesel,Automatic,First Owner,12.4 kmpl,1999 CC
Tata Nexon 1.2 Revotron XM,2020,53700.0,500.0,Petrol,Manual,First Owner,17.0 kmpl,1198 CC
Volkswagen Polo 2015-2019 1.0 MPI Comfortline,2019,58500.0,1000.0,Petrol,Manual,First Owner,18.78 kmpl,999 CC
Hyundai Santro LP - Euro II,2002,5600.0,6000.0,Petrol,Manual,First Owner,,
Maruti Ertiga VDI,2012,35000.0,14000.0,Diesel,Manual,First Owner,20.77 kmpl,1248 CC
Hyundai Elite i20 Sportz Plus BSIV,2019,70000.0,1900.0,Petrol,Manual,First Owner,18.6 kmpl,1197 CC
Maruti Ertiga SHVS VDI,2017,84900.0,4460.0,Diesel,Manual,First Owner,24.52 kmpl,1248 CC
Volkswagen Polo GT TSI BSIV,2014,57400.0,2808.0,Petrol,Automatic,First Owner,0.0 kmpl,1197 CC
Hyundai i20 Magna 1.2,2014,48499.9,2880.0,Petrol,Manual,First Owner,18.6 kmpl,1197 CC
Renault KWID RXT,2018,36000.0,2190.0,Petrol,Manual,First Owner,20.71 kmpl,799 CC
Volkswagen Polo GT TSI BSIV,2014,57500.0,2810.0,Petrol,Automatic,First Owner,0.0 kmpl,1197 CC
Honda City i DTEC S,2014,55000.0,11000.0,Diesel,Manual,Second Owner,26.0 kmpl,1498 CC
Hyundai i20 Asta 1.4 CRDi,2016,70000.0,10000.0,Diesel,Manual,First Owner,22.54 kmpl,1396 CC
Maruti Swift Dzire AMT VDI,2019,82500.0,767.3,Diesel,Automatic,First Owner,28.4 kmpl,1248 CC
Maruti Wagon R LXI Minor,2008,11499.9,10000.0,Petrol,Manual,Second Owner,18.9 kmpl,1061 CC
Tata Manza Aqua Safire,2009,15000.0,7500.0,Petrol,Manual,Second Owner,15.0 kmpl,1368 CC
Maruti Swift Dzire AMT ZDI Plus,2018,85100.0,5000.0,Diesel,Automatic,First Owner,28.4 kmpl,1248 CC
Hyundai Verna 1.4 VTVT,2014,55000.0,4000.0,Petrol,Manual,First Owner,17.43 kmpl,1396 CC
Maruti Ertiga SHVS VDI,2016,89000.0,4000.0,Diesel,Manual,First Owner,24.52 kmpl,1248 CC
Hyundai i20 1.2 Magna,2012,26500.0,10000.0,Petrol,Manual,Second Owner,18.5 kmpl,1197 CC
Mahindra Scorpio 1.99 S10,2014,90000.0,11000.0,Diesel,Manual,First Owner,15.4 kmpl,1997 CC
Chevrolet Beat Diesel LS,2013,21000.0,9627.2,Diesel,Manual,First Owner,25.44 kmpl,936 CC
BMW 3 Series 320d Prestige,2015,165000.0,7400.0,Diesel,Automatic,First Owner,18.88 kmpl,1995 CC
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2011,75000.0,16800.0,Diesel,Manual,Second Owner,12.8 kmpl,2494 CC
Ford Aspire Titanium BSIV,2019,67500.0,700.0,Petrol,Manual,First Owner,19.4 kmpl,1194 CC
Hyundai i20 Active 1.4 SX with AVN,2017,71500.0,6000.0,Diesel,Manual,First Owner,21.19 kmpl,1396 CC
Tata Indigo CS eVX,2013,22799.9,6000.0,Diesel,Manual,Second Owner,25.0 kmpl,1396 CC
Maruti Wagon R VXI BS IV,2015,40000.0,2250.0,Petrol,Manual,First Owner,20.51 kmpl,998 CC
Maruti Vitara Brezza ZDi AMT,2020,92500.0,740.0,Diesel,Automatic,First Owner,24.3 kmpl,1248 CC
Maruti Swift Dzire VXi,2011,27500.0,7000.0,Petrol,Manual,Third Owner,17.5 kmpl,1298 CC
Maruti Wagon R LXI Minor,2009,17500.0,6700.0,Petrol,Manual,First Owner,18.9 kmpl,1061 CC
Ford Fusion 1.4 TDCi Diesel,2009,15500.0,11000.0,Diesel,Manual,Third Owner,17.7 kmpl,1399 CC
Maruti SX4 VDI,2012,32500.0,17500.0,Diesel,Manual,Second Owner,21.5 kmpl,1248 CC
Mahindra Scorpio LX BSIV,2014,70000.0,12000.0,Diesel,Manual,First Owner,12.05 kmpl,2179 CC
Tata Indica V2 DiCOR DLG BS-III,2008,5000.0,12000.0,Diesel,Manual,Third Owner,17.5 kmpl,1396 CC
Mahindra Scorpio LX,2012,45000.0,37000.0,Diesel,Manual,First Owner,12.05 kmpl,2179 CC
Hyundai Verna 1.6 SX CRDi (O),2014,64500.0,15036.0,Diesel,Manual,First Owner,22.32 kmpl,1582 CC
Tata Tigor 1.05 Revotorq XZ,2017,59700.0,1500.0,Diesel,Manual,First Owner,24.7 kmpl,1047 CC
Renault KWID AMT,2018,40000.0,3000.0,Petrol,Automatic,Second Owner,24.04 kmpl,999 CC
Maruti Swift Vdi BSIII,2009,30000.0,15000.0,Diesel,Manual,First Owner,17.8 kmpl,1248 CC
Maruti Swift VDI BSIV,2015,57300.0,10000.0,Diesel,Manual,Second Owner,25.2 kmpl,1248 CC
